resigned,department,bracket_salary,salary,region,termination_date,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,Rand
1,technical,"medium, 74000",74000,US,2008-11-12T00:00:00Z,0.72,0.84,5,257,5,0,0,648
1,technical,"medium, 75000",75000,US,2009-08-14T00:00:00Z,0.09,0.84,7,260,4,0,0,482
1,IT,"medium, 68000",68000,Canada,2015-03-06T00:00:00Z,0.64,0.9,6,252,2,0,0,702
0,sales,"medium, 71000",71000,Europe,2014-10-04T00:00:00Z,0.8,0.6,5,217,3,0,0,1695
0,technical,"low, 34000",34000,US,2016-09-11T00:00:00Z,0.72,0.64,4,192,3,0,0,844
0,sales,"low, 58000",58000,US,2017-07-17T00:00:00Z,0.7,0.87,5,239,3,0,0,1080
0,support,"medium, 67000",67000,US,2016-01-09T00:00:00Z,0.66,0.68,4,152,3,0,0,1143
0,management,"high, 158000",158000,Canada,2015-12-04T00:00:00Z,0.96,0.55,3,164,3,0,0,115
0,IT,"medium, 73000",73000,US,2016-03-01T00:00:00Z,0.53,0.64,2,109,3,0,0,432
0,sales,"medium, 73000",73000,US,2016-05-17T00:00:00Z,0.69,0.69,4,195,2,0,0,418
0,RandD,"low, 42000",42000,US,2017-01-15T00:00:00Z,0.31,0.41,2,263,3,0,0,1796
0,accounting,"medium, 74000",74000,US,2013-10-25T00:00:00Z,0.44,0.55,3,170,3,1,0,1471
0,support,"low, 53000",53000,US,2015-12-08T00:00:00Z,0.45,0.64,3,169,10,0,0,545
0,support,"low, 33000",33000,US,2017-04-25T00:00:00Z,0.61,0.83,4,153,2,0,0,1113
0,sales,"low, 58000",58000,Europe,2012-07-24T00:00:00Z,0.69,0.72,4,185,10,1,0,381
0,technical,"medium, 86000",86000,US,2009-07-06T00:00:00Z,0.93,0.96,3,268,4,0,0,1008
0,support,"low, 59000",59000,US,2015-03-10T00:00:00Z,0.49,0.48,2,186,2,0,0,1884
0,accounting,"low, 58000",58000,Europe,2015-11-25T00:00:00Z,0.93,0.86,4,145,3,0,0,2000
0,IT,"low, 47000",47000,Europe,2015-07-20T00:00:00Z,0.69,0.82,4,208,2,0,0,1034
1,product_mng,"medium, 66000",66000,Europe,2017-02-06T00:00:00Z,0.11,0.94,6,264,4,0,0,1210
0,technical,"medium, 88000",88000,US,2017-05-30T00:00:00Z,0.65,0.83,5,182,2,1,0,341
0,technical,"medium, 69000",69000,US,2017-01-19T00:00:00Z,0.92,0.53,3,253,3,0,0,1600
1,support,"low, 59000",59000,US,2016-02-14T00:00:00Z,0.4,0.46,2,131,3,0,0,1393
1,sales,"low, 59000",59000,Canada,2011-10-19T00:00:00Z,0.37,0.47,2,138,3,1,0,287
0,sales,"medium, 65000",65000,Europe,2015-12-07T00:00:00Z,0.5,0.48,3,163,4,0,0,666
0,technical,"medium, 81000",81000,US,2008-01-23T00:00:00Z,0.99,0.86,3,198,3,0,0,1252
0,sales,"low, 31000",31000,Canada,2017-01-06T00:00:00Z,0.87,0.87,4,144,3,0,0,209
0,IT,"medium, 78000",78000,US,2009-02-17T00:00:00Z,0.68,0.9,2,133,4,0,0,1495
1,accounting,"low, 54000",54000,US,2010-12-03T00:00:00Z,0.46,0.54,2,143,3,0,0,1887
0,sales,"medium, 80000",80000,US,2017-12-27T00:00:00Z,0.72,0.74,2,238,3,0,0,33
0,technical,"medium, 64000",64000,US,2016-11-26T00:00:00Z,0.71,0.54,3,249,3,0,0,237
0,technical,"medium, 62000",62000,Europe,2017-04-13T00:00:00Z,0.56,0.85,3,265,10,1,0,478
1,technical,"low, 55000",55000,US,2015-04-14T00:00:00Z,0.91,1,5,244,6,0,0,1225
0,sales,"low, 59000",59000,US,2009-11-24T00:00:00Z,0.16,0.94,4,261,6,0,0,1062
0,sales,"medium, 85000",85000,US,2017-02-12T00:00:00Z,0.61,0.73,5,156,4,0,0,487
0,IT,"low, 51000",51000,US,2009-02-09T00:00:00Z,0.8,0.82,3,218,3,0,0,418
0,marketing,"medium, 66000",66000,APAC,2009-08-29T00:00:00Z,0.5,0.96,4,147,3,0,0,1975
0,support,"low, 53000",53000,APAC,2018-01-16T00:00:00Z,0.9,0.88,5,256,4,0,0,119
0,sales,"medium, 72000",72000,US,2017-07-04T00:00:00Z,0.9,0.73,2,203,4,0,0,476
1,technical,"medium, 83000",83000,US,2016-07-10T00:00:00Z,0.4,0.55,2,159,3,0,0,546
0,product_mng,"medium, 84000",84000,US,2015-04-13T00:00:00Z,0.15,0.91,6,98,6,1,0,1820
0,sales,"low, 46000",46000,US,2015-12-21T00:00:00Z,0.6,0.86,6,247,6,0,0,721
0,technical,"low, 34000",34000,US,2016-06-06T00:00:00Z,0.74,0.73,3,267,3,0,0,1493
0,marketing,"low, 45000",45000,US,2017-05-09T00:00:00Z,0.97,1,3,198,2,0,0,329
1,support,"low, 31000",31000,US,2017-09-11T00:00:00Z,0.77,0.87,5,266,5,0,0,1672
0,sales,"low, 50000",50000,US,2017-04-29T00:00:00Z,0.57,0.62,5,263,2,0,0,115
1,support,"medium, 80000",80000,US,2017-05-25T00:00:00Z,0.11,0.95,7,300,4,0,0,1636
0,sales,"medium, 67000",67000,APAC,2015-12-20T00:00:00Z,0.13,0.5,3,137,5,0,0,1580
0,technical,"low, 48000",48000,US,2008-07-13T00:00:00Z,0.53,0.57,4,250,3,1,0,1107
0,sales,"medium, 68000",68000,Canada,2018-01-20T00:00:00Z,0.49,0.66,3,169,3,0,0,1481
0,management,"medium, 64000",64000,Europe,2015-11-27T00:00:00Z,0.7,0.74,3,253,4,1,0,1879
0,sales,"medium, 64000",64000,Europe,2008-07-23T00:00:00Z,0.59,0.79,3,270,3,0,0,1150
0,management,"medium, 76000",76000,Canada,2017-04-28T00:00:00Z,0.66,0.57,3,169,4,1,0,1403
0,product_mng,"low, 30000",30000,US,2017-09-13T00:00:00Z,0.89,0.96,5,239,3,0,0,265
0,sales,"medium, 62000",62000,US,2017-10-11T00:00:00Z,0.62,0.89,4,261,2,0,0,1987
0,support,"medium, 73000",73000,US,2016-03-29T00:00:00Z,0.9,0.45,4,241,6,0,0,1653
1,support,"medium, 68000",68000,US,2015-03-25T00:00:00Z,0.54,0.74,4,164,2,0,0,726
0,support,"medium, 72000",72000,US,2015-03-20T00:00:00Z,0.33,0.61,2,163,3,0,0,1249
0,sales,"low, 46000",46000,Europe,2009-06-27T00:00:00Z,0.56,0.79,5,248,3,0,0,1958
0,management,"high, 177000",177000,US,2009-02-15T00:00:00Z,0.53,0.64,3,143,2,0,0,964
1,hr,"high, 146000",146000,US,2017-10-04T00:00:00Z,0.43,0.47,2,149,3,0,0,1523
1,technical,"low, 58000",58000,US,2017-01-18T00:00:00Z,0.1,0.92,7,307,4,0,0,1593
0,marketing,"medium, 74000",74000,US,2015-08-11T00:00:00Z,0.99,0.72,3,119,2,1,0,869
1,support,"medium, 76000",76000,Europe,2016-05-28T00:00:00Z,0.37,0.5,2,154,3,0,0,689
0,sales,"medium, 66000",66000,US,2017-07-25T00:00:00Z,0.53,0.78,5,198,3,0,0,1565
0,IT,"low, 52000",52000,US,2015-11-16T00:00:00Z,0.43,0.5,4,121,5,1,0,807
0,technical,"medium, 78000",78000,US,2017-07-04T00:00:00Z,0.9,0.48,3,213,3,0,0,230
1,RandD,"low, 36000",36000,Europe,2017-05-06T00:00:00Z,0.11,0.85,7,302,4,0,0,1781
1,sales,"low, 49000",49000,US,2018-01-24T00:00:00Z,0.43,0.57,2,157,3,0,0,1627
1,support,"medium, 65000",65000,US,2017-06-07T00:00:00Z,0.31,0.87,4,184,3,0,0,1796
0,technical,"low, 53000",53000,US,2009-02-02T00:00:00Z,0.89,0.88,5,241,2,1,0,531
0,technical,"low, 48000",48000,APAC,2016-02-12T00:00:00Z,0.58,0.84,4,150,4,1,0,83
0,technical,"low, 53000",53000,Europe,2015-09-06T00:00:00Z,0.32,0.37,3,167,3,0,0,49
0,sales,"medium, 87000",87000,Europe,2017-02-09T00:00:00Z,0.92,0.65,3,176,3,0,0,1753
0,sales,"low, 56000",56000,US,2017-08-17T00:00:00Z,0.72,0.48,3,155,2,0,0,1872
0,support,"medium, 75000",75000,Canada,2015-01-27T00:00:00Z,0.56,0.64,3,238,3,0,0,136
0,technical,"medium, 72000",72000,US,2015-02-19T00:00:00Z,0.53,0.45,5,140,5,0,0,1684
0,management,"high, 158000",158000,US,2015-02-09T00:00:00Z,0.49,0.57,4,146,4,0,0,1265
0,sales,"low, 34000",34000,US,2017-12-02T00:00:00Z,0.97,0.53,4,195,4,0,0,970
1,technical,"medium, 81000",81000,US,2014-01-21T00:00:00Z,0.73,0.87,5,257,5,0,0,577
0,support,"low, 44000",44000,US,2009-10-03T00:00:00Z,0.74,0.6,4,274,10,1,0,1936
0,technical,"low, 35000",35000,APAC,2016-02-07T00:00:00Z,0.76,0.99,3,133,4,0,0,1152
0,IT,"medium, 77000",77000,US,2016-08-14T00:00:00Z,0.99,0.55,3,97,6,1,0,1127
1,management,"medium, 86000",86000,US,2015-03-09T00:00:00Z,0.74,0.99,4,233,5,0,0,657
0,support,"low, 46000",46000,US,2009-12-04T00:00:00Z,0.33,0.85,2,127,3,0,0,868
0,accounting,"medium, 67000",67000,US,2015-08-01T00:00:00Z,0.98,0.56,3,103,5,0,0,1858
1,IT,"low, 55000",55000,Europe,2017-04-19T00:00:00Z,0.1,0.93,6,289,4,1,0,522
0,RandD,"low, 45000",45000,US,2015-05-28T00:00:00Z,0.25,0.94,6,199,4,0,0,338
1,support,"medium, 84000",84000,US,2017-04-14T00:00:00Z,0.82,1,4,273,6,0,0,437
0,accounting,"high, 112000",112000,US,2015-05-06T00:00:00Z,0.93,0.87,3,154,3,1,0,1525
0,technical,"medium, 81000",81000,US,2017-10-29T00:00:00Z,0.92,0.95,6,239,4,0,0,1326
0,support,"high, 258000",258000,US,2010-10-28T00:00:00Z,0.78,0.67,4,260,3,0,0,131
0,sales,"low, 45000",45000,US,2016-06-30T00:00:00Z,0.72,0.88,2,247,3,0,0,787
0,sales,"low, 60000",60000,US,2017-04-18T00:00:00Z,0.87,0.42,5,252,5,0,0,1395
0,sales,"medium, 68000",68000,US,2017-12-30T00:00:00Z,0.7,0.68,5,225,7,0,0,210
0,accounting,"low, 34000",34000,US,2009-07-23T00:00:00Z,0.33,0.65,3,172,10,0,1,33
0,technical,"medium, 76000",76000,US,2015-04-11T00:00:00Z,0.6,0.73,5,203,2,0,0,1467
0,support,"medium, 71000",71000,US,2017-12-10T00:00:00Z,0.95,0.66,4,223,10,0,0,646
1,accounting,"high, 127000",127000,US,2016-11-09T00:00:00Z,0.89,0.97,4,264,5,0,0,1851
1,technical,"low, 44000",44000,US,2017-09-15T00:00:00Z,0.76,0.98,4,237,5,0,0,399
0,IT,"medium, 80000",80000,Canada,2017-02-07T00:00:00Z,0.64,0.75,3,214,3,0,0,1985
0,sales,"medium, 87000",87000,US,2017-07-16T00:00:00Z,0.68,0.78,5,233,3,0,0,273
0,sales,"low, 50000",50000,US,2016-03-10T00:00:00Z,0.74,0.86,3,221,2,0,0,111
1,hr,"medium, 66000",66000,US,2015-02-21T00:00:00Z,0.11,0.88,5,250,4,0,0,457
0,product_mng,"medium, 88000",88000,US,2015-11-10T00:00:00Z,0.55,0.49,3,152,2,0,0,966
0,IT,"low, 34000",34000,Europe,2016-12-29T00:00:00Z,0.59,0.81,6,123,5,0,0,1748
0,sales,"medium, 89000",89000,US,2016-03-18T00:00:00Z,0.47,0.51,6,190,5,0,1,1806
0,support,"medium, 84000",84000,Canada,2016-12-27T00:00:00Z,0.61,0.73,3,165,3,1,0,1995
0,support,"low, 55000",55000,US,2016-10-08T00:00:00Z,0.98,0.89,4,218,2,0,0,189
0,RandD,"low, 47000",47000,US,2017-12-11T00:00:00Z,0.73,0.97,4,163,3,0,0,939
0,support,"medium, 83000",83000,US,2017-10-17T00:00:00Z,0.78,0.51,3,172,3,0,0,1210
0,product_mng,"medium, 86000",86000,US,2015-08-14T00:00:00Z,0.65,0.52,4,266,3,1,0,1944
0,sales,"low, 54000",54000,Europe,2015-11-27T00:00:00Z,0.23,0.5,2,150,6,0,0,53
0,IT,"medium, 73000",73000,US,2016-02-10T00:00:00Z,0.88,0.83,4,273,10,0,0,1690
0,IT,"low, 47000",47000,US,2016-08-17T00:00:00Z,0.38,0.52,2,171,3,0,0,1347
0,technical,"low, 58000",58000,US,2016-06-24T00:00:00Z,0.53,1,3,164,4,0,0,1826
1,sales,"low, 53000",53000,US,2009-11-21T00:00:00Z,0.1,0.88,7,267,4,0,0,219
1,sales,"medium, 65000",65000,US,2017-02-07T00:00:00Z,0.1,0.94,7,281,4,0,0,1146
0,support,"low, 41000",41000,Europe,2015-10-25T00:00:00Z,0.82,0.49,5,203,6,0,0,512
0,support,"low, 60000",60000,US,2015-06-30T00:00:00Z,0.91,0.99,5,228,4,1,0,451
0,accounting,"low, 31000",31000,US,2013-12-02T00:00:00Z,0.78,0.5,4,212,2,0,0,1813
0,technical,"medium, 75000",75000,US,2017-03-20T00:00:00Z,0.5,0.63,4,229,4,0,0,1163
0,IT,"medium, 90000",90000,Europe,2009-04-14T00:00:00Z,0.28,0.94,6,167,3,1,0,1347
1,accounting,"medium, 67000",67000,US,2017-03-16T00:00:00Z,0.11,0.88,7,305,4,0,0,81
0,support,"medium, 72000",72000,US,2016-10-12T00:00:00Z,0.76,0.61,3,141,2,0,0,819
1,RandD,"medium, 88000",88000,US,2012-12-28T00:00:00Z,0.1,0.8,6,264,4,0,0,1068
1,IT,"low, 52000",52000,US,2015-02-18T00:00:00Z,0.37,0.52,2,143,3,0,0,1999
1,support,"medium, 89000",89000,US,2015-03-01T00:00:00Z,0.46,0.54,2,144,3,0,0,1795
1,support,"medium, 87000",87000,US,2008-12-10T00:00:00Z,0.41,0.46,2,128,3,0,0,1772
0,technical,"medium, 69000",69000,US,2014-07-18T00:00:00Z,0.71,0.98,5,167,3,0,0,72
0,RandD,"low, 52000",52000,US,2014-07-06T00:00:00Z,0.74,0.75,2,137,3,1,0,685
1,technical,"medium, 74000",74000,US,2017-11-07T00:00:00Z,0.37,0.57,2,133,3,0,0,146
0,support,"low, 33000",33000,US,2015-06-25T00:00:00Z,0.96,0.64,3,166,2,0,0,1918
1,management,"low, 55000",55000,US,2016-04-21T00:00:00Z,0.81,0.81,4,218,5,1,0,1688
1,sales,"low, 40000",40000,US,2011-11-29T00:00:00Z,0.4,0.49,2,149,3,0,0,538
0,support,"medium, 74000",74000,US,2017-03-08T00:00:00Z,0.81,0.98,6,196,2,0,0,403
1,RandD,"medium, 79000",79000,APAC,2016-06-03T00:00:00Z,0.36,0.5,2,132,3,0,0,811
0,technical,"medium, 84000",84000,US,2017-01-06T00:00:00Z,0.17,0.73,5,258,4,0,0,483
0,accounting,"low, 43000",43000,US,2016-12-25T00:00:00Z,0.6,0.52,3,183,2,0,0,1358
0,sales,"medium, 67000",67000,US,2010-03-10T00:00:00Z,0.36,0.95,3,206,4,0,0,635
1,IT,"medium, 70000",70000,US,2016-07-17T00:00:00Z,0.57,0.61,4,158,5,0,0,1401
0,RandD,"medium, 78000",78000,US,2017-11-21T00:00:00Z,0.73,0.69,3,228,2,0,1,1862
1,technical,"low, 60000",60000,US,2017-05-27T00:00:00Z,0.37,0.55,2,127,3,0,0,986
0,support,"low, 35000",35000,Europe,2017-12-15T00:00:00Z,0.77,0.91,5,268,3,1,0,1893
0,technical,"medium, 70000",70000,US,2017-02-22T00:00:00Z,0.49,0.54,6,214,3,0,0,1799
1,marketing,"low, 52000",52000,US,2015-12-28T00:00:00Z,0.83,0.83,5,260,5,0,0,861
0,accounting,"low, 45000",45000,US,2009-10-02T00:00:00Z,0.5,0.71,4,163,8,0,1,158
0,marketing,"low, 56000",56000,US,2016-03-13T00:00:00Z,0.4,0.48,4,97,2,0,0,306
1,accounting,"medium, 70000",70000,Europe,2017-07-30T00:00:00Z,0.09,0.81,6,257,4,0,0,1501
0,accounting,"low, 50000",50000,Europe,2016-09-28T00:00:00Z,0.6,0.89,3,167,4,0,0,530
0,IT,"low, 36000",36000,US,2016-03-10T00:00:00Z,0.7,0.84,2,114,4,0,0,1390
0,IT,"medium, 88000",88000,US,2011-07-20T00:00:00Z,0.61,0.79,5,230,10,0,0,1774
0,technical,"medium, 68000",68000,US,2015-09-07T00:00:00Z,0.93,0.57,3,141,2,0,0,1600
0,support,"low, 57000",57000,US,2016-09-23T00:00:00Z,1,0.52,4,171,4,0,0,940
0,technical,"medium, 82000",82000,US,2015-08-10T00:00:00Z,0.81,0.87,4,203,2,0,0,1965
0,sales,"low, 49000",49000,US,2015-08-11T00:00:00Z,0.56,0.57,5,274,3,0,0,1685
0,support,"low, 46000",46000,US,2015-07-14T00:00:00Z,0.75,0.48,3,250,5,0,0,1993
0,sales,"low, 50000",50000,US,2010-01-07T00:00:00Z,0.2,0.94,6,191,5,0,0,629
0,technical,"low, 42000",42000,Europe,2015-07-01T00:00:00Z,0.84,0.93,3,159,3,0,0,1123
0,product_mng,"medium, 74000",74000,Europe,2015-11-02T00:00:00Z,0.15,0.95,4,173,5,1,0,867
0,support,"low, 40000",40000,US,2016-05-17T00:00:00Z,0.81,0.62,3,240,6,0,1,1875
0,hr,"low, 38000",38000,US,2016-05-17T00:00:00Z,0.49,0.69,2,147,2,0,0,871
0,technical,"low, 44000",44000,US,2017-09-15T00:00:00Z,0.74,0.71,4,133,2,0,0,908
1,accounting,"medium, 68000",68000,Europe,2016-03-24T00:00:00Z,0.9,0.7,5,206,4,0,0,1943
0,product_mng,"medium, 64000",64000,US,2016-05-31T00:00:00Z,0.8,0.55,3,206,2,0,0,1207
0,sales,"low, 56000",56000,US,2016-04-23T00:00:00Z,0.71,0.7,4,213,3,0,0,21
0,technical,"medium, 89000",89000,US,2011-01-03T00:00:00Z,0.69,0.93,3,233,3,0,0,500
0,support,"high, 232000",232000,US,2008-06-09T00:00:00Z,0.79,0.66,4,243,3,0,0,851
1,management,"high, 120000",120000,Europe,2009-01-11T00:00:00Z,0.38,0.46,2,137,3,0,0,1769
0,IT,"medium, 62000",62000,US,2016-08-14T00:00:00Z,0.71,0.79,3,189,3,0,0,1792
0,technical,"high, 167000",167000,US,2016-02-18T00:00:00Z,0.2,0.97,4,237,5,0,0,1258
0,hr,"medium, 62000",62000,US,2016-03-26T00:00:00Z,0.48,0.49,3,268,3,0,0,1104
0,support,"low, 58000",58000,US,2017-11-08T00:00:00Z,0.36,0.61,4,166,4,0,0,1416
1,technical,"low, 33000",33000,US,2013-11-09T00:00:00Z,0.4,0.53,2,158,3,0,0,579
0,support,"medium, 61000",61000,US,2011-01-22T00:00:00Z,0.75,0.93,3,247,2,0,0,1958
0,management,"low, 41000",41000,Canada,2008-03-16T00:00:00Z,0.87,0.77,3,190,3,0,0,1708
0,sales,"low, 39000",39000,Europe,2016-01-21T00:00:00Z,0.12,0.42,3,110,2,0,0,1831
1,IT,"medium, 62000",62000,US,2015-09-22T00:00:00Z,0.37,0.54,2,152,3,0,0,882
0,support,"medium, 79000",79000,US,2016-06-04T00:00:00Z,0.48,0.89,3,261,2,0,0,1406
0,sales,"low, 50000",50000,US,2017-12-28T00:00:00Z,0.95,0.9,4,221,10,1,0,1724
0,sales,"medium, 66000",66000,US,2015-12-18T00:00:00Z,0.66,0.77,4,188,2,0,0,433
0,sales,"high, 179000",179000,Europe,2009-06-12T00:00:00Z,0.9,0.57,4,186,4,0,0,1157
0,marketing,"medium, 67000",67000,US,2016-01-23T00:00:00Z,0.6,0.96,4,99,6,0,0,42
0,IT,"medium, 78000",78000,US,2014-07-05T00:00:00Z,0.56,0.64,3,270,3,0,0,1590
1,technical,"medium, 69000",69000,US,2016-10-14T00:00:00Z,0.46,0.57,2,145,3,0,0,1489
0,sales,"medium, 86000",86000,Europe,2016-12-17T00:00:00Z,0.23,0.59,5,245,5,0,0,172
1,sales,"medium, 85000",85000,US,2015-05-31T00:00:00Z,0.37,0.47,2,152,3,0,0,671
0,technical,"low, 38000",38000,US,2011-09-22T00:00:00Z,0.58,0.9,5,257,3,0,0,1611
0,support,"medium, 79000",79000,US,2015-12-03T00:00:00Z,0.63,0.98,4,175,2,0,0,547
0,technical,"low, 40000",40000,US,2009-10-28T00:00:00Z,0.59,0.56,5,162,4,0,0,665
1,support,"medium, 65000",65000,US,2013-09-17T00:00:00Z,0.38,0.51,2,159,3,0,0,368
0,management,"high, 155000",155000,US,2016-03-04T00:00:00Z,0.16,0.69,4,187,5,0,0,1112
1,IT,"medium, 84000",84000,Europe,2016-05-13T00:00:00Z,0.46,0.54,2,138,3,0,0,974
0,support,"low, 57000",57000,US,2016-05-06T00:00:00Z,0.64,0.58,5,115,5,0,0,48
0,management,"medium, 88000",88000,US,2009-02-07T00:00:00Z,0.97,0.55,2,267,4,0,0,234
0,RandD,"medium, 77000",77000,US,2016-03-18T00:00:00Z,0.61,0.67,4,151,3,0,0,1863
0,marketing,"low, 54000",54000,US,2016-01-26T00:00:00Z,0.83,0.87,3,230,3,0,1,52
0,RandD,"low, 44000",44000,US,2015-04-27T00:00:00Z,0.25,0.45,3,228,5,0,0,1671
0,IT,"low, 57000",57000,US,2015-03-18T00:00:00Z,0.73,0.52,4,162,3,0,0,664
0,support,"low, 54000",54000,US,2017-07-20T00:00:00Z,0.89,0.5,2,238,4,0,0,1014
0,sales,"high, 134000",134000,US,2011-03-09T00:00:00Z,0.49,0.89,4,201,8,0,0,1102
0,sales,"low, 57000",57000,Europe,2016-10-20T00:00:00Z,0.97,0.7,4,218,2,0,0,1433
0,IT,"low, 54000",54000,US,2016-11-03T00:00:00Z,0.95,0.7,4,267,3,1,0,1270
0,hr,"low, 48000",48000,Canada,2016-09-17T00:00:00Z,0.51,0.86,4,260,3,1,0,956
0,sales,"low, 58000",58000,US,2009-12-28T00:00:00Z,0.58,0.65,5,187,2,0,0,725
0,sales,"low, 50000",50000,US,2016-08-19T00:00:00Z,0.86,0.89,4,136,4,0,0,966
0,technical,"medium, 73000",73000,Europe,2016-05-25T00:00:00Z,0.54,0.83,3,201,3,0,0,193
0,RandD,"high, 185000",185000,US,2010-03-27T00:00:00Z,0.93,0.89,4,209,2,0,0,789
0,management,"medium, 103000",103000,US,2009-03-27T00:00:00Z,0.85,0.54,4,174,2,0,0,1949
0,RandD,"medium, 84000",84000,US,2017-08-26T00:00:00Z,0.19,0.76,3,107,5,0,0,1711
0,IT,"medium, 68000",68000,US,2016-01-14T00:00:00Z,0.55,0.82,3,248,2,0,0,469
1,sales,"high, 140000",140000,Europe,2016-12-13T00:00:00Z,0.11,0.85,6,308,5,0,0,781
0,RandD,"low, 30000",30000,US,2017-08-13T00:00:00Z,0.84,0.79,2,150,3,0,0,1824
0,sales,"medium, 82000",82000,US,2017-01-03T00:00:00Z,0.19,0.78,5,156,6,0,0,250
0,product_mng,"medium, 70000",70000,US,2017-07-03T00:00:00Z,0.19,0.92,5,193,6,0,0,376
0,sales,"low, 50000",50000,Europe,2018-01-04T00:00:00Z,0.91,0.99,5,152,3,0,0,650
0,support,"high, 193000",193000,US,2008-03-25T00:00:00Z,0.57,0.47,2,158,2,0,0,869
0,RandD,"low, 58000",58000,Canada,2015-08-02T00:00:00Z,0.58,0.69,3,146,4,0,0,13
0,hr,"low, 31000",31000,Europe,2015-03-06T00:00:00Z,0.6,0.56,4,260,3,0,0,1566
0,sales,"low, 49000",49000,US,2018-01-23T00:00:00Z,0.43,0.38,2,278,3,1,0,243
0,technical,"low, 58000",58000,US,2015-12-14T00:00:00Z,0.5,0.64,4,208,2,0,0,396
0,accounting,"low, 50000",50000,Europe,2015-12-08T00:00:00Z,0.29,0.48,2,116,6,1,0,638
0,sales,"high, 167000",167000,US,2016-11-24T00:00:00Z,0.54,0.97,4,258,3,0,0,1533
1,sales,"low, 60000",60000,Canada,2017-03-23T00:00:00Z,0.1,0.83,6,258,4,0,0,1513
0,technical,"medium, 68000",68000,Canada,2016-04-27T00:00:00Z,0.77,0.91,5,274,3,0,0,300
0,sales,"low, 35000",35000,US,2017-12-24T00:00:00Z,0.67,0.92,5,258,3,0,0,766
0,IT,"medium, 67000",67000,Canada,2009-08-19T00:00:00Z,0.18,0.81,4,147,4,0,0,1479
0,support,"medium, 86000",86000,US,2015-05-26T00:00:00Z,0.7,0.52,5,200,2,1,0,262
1,support,"low, 46000",46000,US,2017-05-14T00:00:00Z,0.89,1,5,253,5,0,0,1421
0,marketing,"low, 37000",37000,US,2015-03-09T00:00:00Z,0.4,0.43,3,128,3,0,0,1144
0,support,"low, 44000",44000,Europe,2016-07-02T00:00:00Z,0.24,0.89,5,228,4,1,0,745
0,support,"low, 37000",37000,US,2013-01-15T00:00:00Z,0.79,0.6,5,235,2,0,0,1639
0,sales,"medium, 82000",82000,US,2017-10-08T00:00:00Z,0.75,0.55,3,162,3,0,0,1352
0,sales,"low, 43000",43000,Europe,2008-04-27T00:00:00Z,0.79,0.95,3,222,4,0,0,110
0,sales,"medium, 77000",77000,US,2013-06-06T00:00:00Z,0.8,0.75,4,224,3,0,1,1569
0,sales,"low, 52000",52000,US,2010-07-13T00:00:00Z,0.89,0.7,4,235,2,1,0,1099
1,support,"low, 50000",50000,Canada,2017-07-20T00:00:00Z,0.42,0.47,2,135,3,0,0,1419
0,sales,"medium, 78000",78000,US,2017-01-20T00:00:00Z,0.44,0.66,3,161,3,0,0,205
0,RandD,"medium, 75000",75000,US,2016-04-08T00:00:00Z,0.97,0.76,3,193,3,0,0,1727
0,technical,"low, 60000",60000,US,2013-02-04T00:00:00Z,0.61,0.58,4,142,4,0,0,1389
1,sales,"medium, 79000",79000,US,2016-09-06T00:00:00Z,0.11,0.85,6,295,4,0,0,451
0,IT,"medium, 80000",80000,US,2016-07-05T00:00:00Z,0.97,0.58,4,187,4,1,0,97
1,sales,"medium, 77000",77000,Europe,2015-05-21T00:00:00Z,0.43,0.53,2,136,3,0,0,1564
0,marketing,"medium, 73000",73000,US,2014-04-23T00:00:00Z,1,0.67,5,241,4,0,0,807
0,sales,"high, 141000",141000,US,2016-04-20T00:00:00Z,0.97,0.61,3,208,3,0,0,1384
0,marketing,"low, 59000",59000,US,2017-03-25T00:00:00Z,0.83,0.95,3,264,2,0,0,844
0,technical,"medium, 77000",77000,US,2009-01-15T00:00:00Z,0.66,0.9,3,176,2,1,0,762
0,sales,"medium, 71000",71000,US,2017-07-22T00:00:00Z,0.64,0.63,3,156,6,1,0,1519
1,technical,"low, 37000",37000,APAC,2013-09-03T00:00:00Z,0.4,0.48,2,139,3,0,0,375
0,support,"medium, 75000",75000,US,2016-06-20T00:00:00Z,0.79,0.49,3,273,3,0,0,571
1,product_mng,"low, 36000",36000,Canada,2014-11-05T00:00:00Z,0.43,0.48,2,144,3,0,0,1103
0,sales,"low, 57000",57000,US,2017-09-13T00:00:00Z,0.82,0.8,4,246,3,0,0,1748
0,sales,"low, 46000",46000,Europe,2016-10-06T00:00:00Z,0.52,0.47,3,108,5,0,0,1924
1,IT,"low, 31000",31000,US,2018-01-25T00:00:00Z,0.38,0.51,2,146,3,0,0,1598
1,technical,"low, 60000",60000,Canada,2010-12-16T00:00:00Z,0.7,0.89,3,183,5,0,0,678
0,hr,"medium, 87000",87000,Europe,2012-06-12T00:00:00Z,0.58,0.63,4,190,2,0,0,356
0,technical,"low, 55000",55000,US,2018-01-23T00:00:00Z,0.9,0.69,3,231,4,0,0,1594
0,technical,"medium, 61000",61000,US,2016-07-22T00:00:00Z,0.44,0.61,5,230,6,0,0,1748
1,RandD,"low, 60000",60000,Canada,2017-05-11T00:00:00Z,0.4,0.49,2,128,3,0,0,470
1,sales,"high, 123000",123000,US,2015-12-30T00:00:00Z,0.38,0.88,3,154,4,0,0,1957
