,salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
4117,37000,0.15,0.67,6,167,6,0,0,0
4118,86000,0.98,0.57,3,198,3,0,0,0
4119,124000,0.62,0.89,5,243,3,0,0,0
4120,60000,0.6,0.92,2,258,5,0,0,1
4121,62000,0.37,0.49,2,151,3,0,0,1
4122,77000,0.71,0.74,3,163,3,1,0,0
4123,123000,0.51,0.98,4,269,3,0,0,0
4124,38000,0.66,0.52,3,149,4,1,0,0
4125,42000,0.57,0.95,3,274,4,0,0,0
4126,66000,0.15,0.59,5,209,4,1,0,0
4127,60000,0.4,0.46,2,134,3,0,0,1
4128,68000,0.91,0.55,2,234,2,0,0,0
4129,90000,0.86,0.94,3,151,2,0,0,0
4130,50000,0.85,0.59,5,236,3,0,0,0
4131,64000,0.83,0.75,3,262,3,0,0,0
4132,82000,0.49,0.62,4,161,2,0,0,0
4133,56000,0.67,0.4,4,274,3,0,0,0
4134,63000,0.37,0.47,2,141,3,0,0,1
4135,30000,0.92,0.5,5,258,3,0,0,0
4136,61000,0.89,0.57,3,252,2,0,0,0
4137,34000,0.72,0.99,4,156,2,1,0,0
4138,83000,0.11,0.88,5,250,4,0,0,1
4139,32000,0.87,0.5,3,242,2,0,0,0
4140,86000,0.85,0.72,3,201,3,0,0,0
4141,106000,0.78,0.77,3,244,2,0,0,0
4142,165000,0.74,0.89,5,182,2,0,0,0
4143,57000,0.94,0.89,4,192,2,0,0,0
4144,90000,0.96,0.37,2,159,6,0,0,0
4145,59000,0.87,0.82,5,138,3,1,0,0
4146,79000,0.48,0.48,2,245,5,0,0,0
4147,77000,0.87,0.59,4,202,3,0,0,0
4148,63000,0.11,0.79,6,292,4,0,0,1
4149,77000,0.65,0.9,6,217,4,1,1,0
4150,159000,0.86,0.97,4,155,3,0,0,0
4151,90000,0.18,0.48,4,176,4,1,0,0
4152,34000,0.95,0.87,3,201,3,0,0,0
4153,35000,0.22,0.8,4,149,5,0,0,0
4154,65000,0.87,0.95,5,227,5,0,0,1
4155,40000,0.39,0.48,2,161,3,0,0,1
4156,47000,0.53,0.51,3,274,2,1,0,0
4157,42000,0.98,0.99,3,253,4,0,0,0
4158,67000,0.73,0.57,3,146,2,0,0,0
4159,53000,0.91,0.92,4,246,5,0,0,1
4160,73000,0.5,0.7,4,162,2,0,0,0
4161,87000,0.78,0.63,4,181,2,0,0,0
4162,69000,0.5,0.64,4,213,4,0,0,0
4163,48000,0.77,0.73,5,263,2,0,0,0
4164,82000,0.91,0.62,5,169,4,0,0,0
4165,30000,0.59,0.89,5,143,3,1,0,0
4166,64000,0.71,0.41,5,107,4,0,0,0
4167,65000,0.48,0.88,3,239,3,0,0,1
4168,84000,0.94,0.53,5,257,2,0,1,0
4169,60000,0.44,0.57,2,141,3,0,0,1
4170,38000,0.77,0.74,5,243,2,0,0,0
4171,247000,0.59,0.72,3,188,3,1,0,0
4172,47000,0.96,0.48,4,198,7,0,0,0
4173,73000,0.88,0.91,4,233,4,0,0,0
4174,90000,0.51,0.55,2,102,7,0,1,0
4175,48000,0.58,0.91,5,185,2,0,0,0
4176,59000,0.57,0.54,4,142,4,0,0,0
4177,86000,0.73,1.0,4,252,5,0,0,1
4178,90000,0.91,0.93,4,184,3,0,0,0
4179,58000,0.51,0.97,4,258,2,0,0,0
4180,56000,0.65,0.91,4,243,5,1,0,0
4181,82000,0.14,0.73,6,237,5,0,0,0
4182,30000,0.95,0.48,4,228,2,0,0,0
4183,60000,0.28,0.9,4,275,6,0,0,0
4184,66000,0.29,0.77,3,152,3,1,0,0
4185,59000,0.61,0.86,3,238,2,0,0,0
4186,177000,0.11,0.79,7,310,4,0,0,1
4187,71000,0.87,0.49,2,251,3,0,0,0
4188,126000,0.7,0.84,6,161,4,0,0,1
4189,40000,0.68,0.97,5,207,4,1,0,0
4190,87000,0.71,0.58,3,194,4,0,0,0
4191,76000,0.42,0.46,2,150,3,0,0,1
4192,63000,0.1,0.79,7,310,4,0,0,1
4193,60000,0.67,0.55,4,214,3,1,0,0
4194,61000,0.62,0.89,3,201,3,0,0,0
4195,82000,0.09,0.87,7,295,4,0,0,1
4196,46000,0.76,0.84,5,249,3,0,0,0
4197,42000,0.8,0.53,3,217,3,0,0,0
4198,62000,0.09,0.79,6,276,4,0,0,1
4199,70000,0.82,0.59,3,178,2,0,0,0
4200,86000,0.74,0.51,5,258,2,0,0,0
4201,51000,0.79,0.97,4,243,5,0,0,1
4202,55000,0.57,0.67,5,235,2,0,0,0
4203,74000,0.39,0.54,2,127,3,0,0,1
4204,60000,0.74,0.92,4,261,5,0,0,1
4205,38000,0.62,0.6,4,170,2,0,0,0
4206,69000,0.98,0.56,5,180,3,0,0,0
4207,48000,0.5,0.74,4,246,3,0,0,0
4208,60000,0.65,0.9,6,217,4,1,1,0
4209,84000,0.88,0.68,4,274,4,0,0,0
4210,51000,0.69,0.55,5,242,2,0,0,0
4211,31000,0.87,0.84,5,216,3,1,0,0
4212,36000,0.67,0.67,4,141,2,1,0,0
4213,94000,0.48,0.9,4,201,4,0,0,0
4214,72000,0.73,0.53,3,184,2,0,0,0
4215,55000,0.79,0.75,4,259,3,0,0,0
4216,54000,0.58,0.5,2,132,3,0,0,0
4217,71000,0.95,0.66,4,168,2,0,0,0
4218,84000,0.56,0.69,3,176,3,0,0,0
4219,76000,0.44,0.74,5,253,2,0,0,0
4220,61000,0.94,0.82,3,246,3,0,0,0
4221,61000,0.66,0.94,4,198,3,1,0,0
4222,90000,0.79,0.67,5,156,2,0,0,0
4223,86000,0.78,0.8,3,256,2,0,0,0
4224,85000,0.66,0.52,3,149,4,1,0,0
4225,68000,0.94,0.8,4,238,3,1,0,0
4226,75000,0.52,0.59,6,104,4,0,0,0
4227,87000,0.11,0.97,6,288,4,0,0,1
4228,56000,0.83,0.54,4,219,3,0,0,0
4229,53000,0.88,0.5,3,170,3,0,0,0
4230,54000,0.71,0.9,3,262,2,1,0,0
4231,31000,0.87,0.94,4,189,3,0,1,0
4232,80000,0.99,0.79,4,192,3,0,0,0
4233,81000,0.17,0.73,4,188,5,0,0,0
4234,82000,0.77,0.66,3,147,2,0,0,0
4235,45000,0.72,0.7,4,172,3,0,0,0
4236,84000,0.93,0.84,3,237,4,1,0,0
4237,40000,0.44,0.56,2,133,3,0,0,1
4238,64000,0.68,0.53,3,156,4,0,0,0
4239,90000,0.7,0.47,2,176,5,0,0,0
4240,47000,0.79,0.86,5,235,5,0,0,1
4241,84000,0.51,0.84,4,224,2,0,0,0
4242,54000,0.25,0.82,3,269,5,0,0,0
4243,103000,0.59,0.81,4,200,2,0,0,0
4244,58000,0.75,0.6,4,186,10,1,0,0
4245,61000,0.61,0.52,3,224,3,0,0,0
4246,41000,0.94,0.59,6,212,2,0,0,0
4247,72000,0.36,0.54,2,127,3,0,0,1
4248,78000,1.0,0.86,4,245,4,0,0,0
4249,53000,0.9,0.88,5,254,2,0,0,0
4250,80000,0.83,0.8,3,240,8,0,0,0
4251,62000,0.1,0.85,6,260,4,0,0,1
4252,31000,0.49,0.83,2,185,6,0,0,0
4253,31000,0.37,0.45,2,142,3,0,0,1
4254,35000,0.49,0.75,4,259,3,1,0,0
4255,60000,0.95,0.5,4,186,3,1,0,0
4256,88000,0.85,0.78,4,251,3,0,0,0
4257,73000,0.14,0.99,6,251,4,0,0,0
4258,49000,0.42,0.54,2,135,3,0,0,1
4259,41000,0.32,0.48,4,117,10,0,1,0
4260,47000,0.95,0.66,5,192,3,0,0,0
4261,34000,0.49,1.0,3,176,3,0,0,0
4262,42000,0.7,0.63,3,157,2,0,0,0
4263,61000,0.99,0.94,4,167,4,0,0,0
4264,41000,0.3,0.56,3,309,4,1,0,1
4265,88000,0.09,0.95,7,256,4,0,0,1
4266,62000,0.72,0.95,5,271,5,0,0,1
4267,52000,0.39,0.5,2,142,3,0,0,1
4268,71000,0.65,0.37,3,170,6,0,0,0
4269,78000,0.78,0.78,3,252,3,0,0,0
4270,83000,0.56,0.71,3,211,6,0,1,0
4271,63000,0.8,0.85,4,239,3,0,0,0
4272,88000,0.51,0.65,4,269,3,0,0,0
4273,83000,0.41,0.51,2,159,3,0,0,1
4274,57000,0.1,0.97,7,284,4,0,0,1
4275,45000,0.69,0.86,5,195,6,0,0,0
4276,77000,0.41,0.5,2,153,3,0,0,1
4277,86000,0.77,0.74,6,247,3,0,0,0
4278,88000,0.64,0.8,3,199,3,0,0,0
4279,57000,0.8,0.72,4,173,3,0,0,0
4280,68000,0.36,0.52,2,147,3,0,0,1
4281,33000,0.37,0.88,4,155,3,0,0,0
4282,80000,0.75,0.55,5,204,3,0,0,0
4283,62000,0.22,0.88,5,154,5,0,0,0
4284,69000,0.74,0.63,3,180,2,0,0,0
4285,32000,0.76,0.61,3,141,2,0,0,0
4286,108000,0.52,0.83,5,145,3,0,0,0
4287,82000,0.11,0.84,6,251,4,0,0,1
4288,53000,0.53,0.85,5,268,3,1,0,0
4289,77000,0.45,0.54,2,129,3,0,0,1
4290,49000,0.97,0.49,3,199,2,0,0,0
4291,74000,0.85,1.0,5,244,2,0,0,0
4292,88000,0.63,0.87,5,248,2,0,0,0
4293,51000,0.93,0.52,3,181,3,0,0,0
4294,58000,0.24,0.74,3,269,4,1,0,0
4295,90000,0.76,0.94,3,189,3,0,0,0
4296,76000,0.6,0.8,3,191,2,0,0,0
4297,40000,0.14,0.83,5,175,6,1,0,0
4298,86000,0.83,0.71,3,254,2,0,0,0
4299,77000,0.41,0.5,2,153,3,0,0,1
4300,81000,0.57,0.78,3,162,2,0,0,0
4301,34000,0.4,0.5,2,129,3,0,0,1
4302,88000,0.89,0.85,5,266,5,0,0,1
4303,42000,0.92,0.4,2,238,3,0,0,0
4304,63000,0.66,0.92,3,177,3,0,0,0
4305,61000,0.89,0.58,3,183,4,0,0,0
4306,70000,0.41,0.54,2,138,3,0,0,1
4307,149000,0.85,0.67,3,267,2,1,0,0
4308,43000,0.66,0.68,3,202,3,0,0,0
4309,54000,0.88,0.93,4,195,2,0,0,0
4310,69000,0.71,0.87,3,271,2,0,0,0
4311,63000,0.48,0.76,5,236,2,0,0,0
4312,58000,0.09,0.79,6,293,5,0,0,1
4313,72000,0.09,0.8,6,247,4,0,0,1
4314,42000,0.5,0.95,5,207,3,0,0,0
4315,33000,0.62,0.71,3,255,2,0,0,0
4316,35000,0.97,0.77,3,182,2,1,0,0
4317,34000,0.26,0.63,6,100,4,0,0,0
4318,41000,0.93,0.98,3,241,3,0,0,0
4319,71000,0.74,0.9,3,285,3,0,0,0
4320,78000,0.91,0.9,3,169,3,0,0,0
4321,64000,0.37,0.92,4,211,7,0,0,0
4322,144000,0.98,0.86,4,254,2,1,0,0
4323,39000,0.91,1.0,4,245,6,0,0,1
4324,51000,0.89,0.56,4,159,3,0,0,0
4325,119000,0.37,0.52,4,211,4,0,0,0
4326,35000,0.66,0.5,3,139,10,1,0,0
4327,167000,0.61,0.98,4,199,2,0,0,0
4328,50000,0.99,0.68,4,235,3,0,0,0
4329,63000,0.42,0.56,2,146,3,0,0,1
4330,101000,0.49,0.57,3,192,3,0,0,0
4331,100000,0.79,0.69,4,209,2,0,0,0
4332,53000,0.36,0.5,2,131,3,0,0,1
4333,58000,0.41,0.48,2,145,3,0,0,1
4334,72000,0.24,0.95,3,168,4,0,0,0
4335,61000,0.98,0.66,3,154,2,0,0,0
4336,33000,0.94,0.77,5,233,4,0,0,0
4337,112000,0.68,0.41,3,106,6,0,0,0
4338,72000,0.57,0.51,2,152,2,0,0,0
4339,82000,0.51,0.54,3,154,3,1,0,0
4340,53000,0.83,0.86,4,98,4,0,0,0
4341,33000,0.59,0.92,5,226,3,0,0,0
4342,32000,0.91,0.55,4,179,4,0,0,0
4343,74000,0.38,0.56,2,161,3,0,0,1
4344,64000,0.44,0.5,2,128,3,0,0,1
4345,63000,0.38,0.56,2,156,3,0,0,1
4346,56000,0.4,0.49,2,155,3,0,0,1
4347,39000,0.72,0.84,5,257,5,0,0,1
4348,40000,0.1,0.8,7,292,5,0,0,1
4349,71000,0.82,0.94,3,253,2,0,0,0
4350,84000,0.79,0.5,5,176,3,0,0,0
4351,72000,0.55,0.64,3,138,3,1,0,0
4352,145000,0.81,0.99,5,202,4,0,0,0
4353,68000,0.81,0.83,3,193,3,0,0,0
4354,66000,0.44,0.51,2,219,4,0,0,0
4355,57000,0.79,1.0,5,257,6,0,0,1
4356,47000,0.73,0.99,5,241,5,0,0,1
4357,90000,0.74,0.63,3,231,3,0,0,0
4358,88000,0.84,0.98,4,134,5,1,0,0
4359,69000,0.68,0.66,3,238,2,0,0,0
4360,84000,0.79,0.67,4,152,3,0,0,0
4361,53000,0.55,0.49,5,195,3,0,0,0
4362,90000,0.93,0.78,2,188,2,0,0,0
4363,78000,0.52,0.92,5,280,6,1,0,0
4364,44000,0.94,0.78,3,184,3,1,0,0
4365,151000,0.97,0.49,4,213,2,0,0,0
4366,64000,0.83,0.81,5,219,5,0,0,1
4367,44000,0.98,0.63,4,232,2,0,0,0
4368,49000,0.52,0.85,4,257,2,0,0,0
4369,51000,0.54,0.94,6,294,3,0,0,1
4370,70000,0.72,0.39,5,111,5,0,0,0
4371,73000,0.37,0.57,2,130,3,0,0,1
4372,74000,0.72,0.84,5,257,5,0,0,1
4373,75000,0.09,0.84,7,260,4,0,0,1
4374,68000,0.64,0.9,6,252,2,0,0,1
4375,71000,0.8,0.6,5,217,3,0,0,0
4376,34000,0.72,0.64,4,192,3,0,0,0
4377,58000,0.7,0.87,5,239,3,0,0,0
4378,67000,0.66,0.68,4,152,3,0,0,0
4379,158000,0.96,0.55,3,164,3,0,0,0
4380,73000,0.53,0.64,2,109,3,0,0,0
4381,73000,0.69,0.69,4,195,2,0,0,0
4382,42000,0.31,0.41,2,263,3,0,0,0
4383,74000,0.44,0.55,3,170,3,1,0,0
4384,53000,0.45,0.64,3,169,10,0,0,0
4385,33000,0.61,0.83,4,153,2,0,0,0
4386,58000,0.69,0.72,4,185,10,1,0,0
4387,86000,0.93,0.96,3,268,4,0,0,0
4388,59000,0.49,0.48,2,186,2,0,0,0
4389,58000,0.93,0.86,4,145,3,0,0,0
4390,47000,0.69,0.82,4,208,2,0,0,0
4391,66000,0.11,0.94,6,264,4,0,0,1
4392,88000,0.65,0.83,5,182,2,1,0,0
4393,69000,0.92,0.53,3,253,3,0,0,0
4394,59000,0.4,0.46,2,131,3,0,0,1
4395,59000,0.37,0.47,2,138,3,1,0,1
4396,65000,0.5,0.48,3,163,4,0,0,0
4397,81000,0.99,0.86,3,198,3,0,0,0
4398,31000,0.87,0.87,4,144,3,0,0,0
4399,78000,0.68,0.9,2,133,4,0,0,0
4400,54000,0.46,0.54,2,143,3,0,0,1
4401,80000,0.72,0.74,2,238,3,0,0,0
4402,64000,0.71,0.54,3,249,3,0,0,0
4403,62000,0.56,0.85,3,265,10,1,0,0
4404,55000,0.91,1.0,5,244,6,0,0,1
4405,59000,0.16,0.94,4,261,6,0,0,0
4406,85000,0.61,0.73,5,156,4,0,0,0
4407,51000,0.8,0.82,3,218,3,0,0,0
4408,66000,0.5,0.96,4,147,3,0,0,0
4409,53000,0.9,0.88,5,256,4,0,0,0
4410,72000,0.9,0.73,2,203,4,0,0,0
4411,83000,0.4,0.55,2,159,3,0,0,1
4412,84000,0.15,0.91,6,98,6,1,0,0
4413,46000,0.6,0.86,6,247,6,0,0,0
4414,34000,0.74,0.73,3,267,3,0,0,0
4415,45000,0.97,1.0,3,198,2,0,0,0
4416,31000,0.77,0.87,5,266,5,0,0,1
4417,50000,0.57,0.62,5,263,2,0,0,0
4418,80000,0.11,0.95,7,300,4,0,0,1
4419,67000,0.13,0.5,3,137,5,0,0,0
4420,48000,0.53,0.57,4,250,3,1,0,0
4421,68000,0.49,0.66,3,169,3,0,0,0
4422,64000,0.7,0.74,3,253,4,1,0,0
4423,64000,0.59,0.79,3,270,3,0,0,0
4424,76000,0.66,0.57,3,169,4,1,0,0
4425,30000,0.89,0.96,5,239,3,0,0,0
4426,62000,0.62,0.89,4,261,2,0,0,0
4427,73000,0.9,0.45,4,241,6,0,0,0
4428,68000,0.54,0.74,4,164,2,0,0,1
4429,72000,0.33,0.61,2,163,3,0,0,0
4430,46000,0.56,0.79,5,248,3,0,0,0
4431,177000,0.53,0.64,3,143,2,0,0,0
4432,146000,0.43,0.47,2,149,3,0,0,1
4433,58000,0.1,0.92,7,307,4,0,0,1
4434,74000,0.99,0.72,3,119,2,1,0,0
4435,76000,0.37,0.5,2,154,3,0,0,1
4436,66000,0.53,0.78,5,198,3,0,0,0
4437,52000,0.43,0.5,4,121,5,1,0,0
4438,78000,0.9,0.48,3,213,3,0,0,0
4439,36000,0.11,0.85,7,302,4,0,0,1
4440,49000,0.43,0.57,2,157,3,0,0,1
4441,65000,0.31,0.87,4,184,3,0,0,1
4442,53000,0.89,0.88,5,241,2,1,0,0
4443,48000,0.58,0.84,4,150,4,1,0,0
4444,53000,0.32,0.37,3,167,3,0,0,0
4445,87000,0.92,0.65,3,176,3,0,0,0
4446,56000,0.72,0.48,3,155,2,0,0,0
4447,75000,0.56,0.64,3,238,3,0,0,0
4448,72000,0.53,0.45,5,140,5,0,0,0
4449,158000,0.49,0.57,4,146,4,0,0,0
4450,34000,0.97,0.53,4,195,4,0,0,0
4451,81000,0.73,0.87,5,257,5,0,0,1
4452,44000,0.74,0.6,4,274,10,1,0,0
4453,35000,0.76,0.99,3,133,4,0,0,0
4454,77000,0.99,0.55,3,97,6,1,0,0
4455,86000,0.74,0.99,4,233,5,0,0,1
4456,46000,0.33,0.85,2,127,3,0,0,0
4457,67000,0.98,0.56,3,103,5,0,0,0
4458,55000,0.1,0.93,6,289,4,1,0,1
4459,45000,0.25,0.94,6,199,4,0,0,0
4460,84000,0.82,1.0,4,273,6,0,0,1
4461,112000,0.93,0.87,3,154,3,1,0,0
4462,81000,0.92,0.95,6,239,4,0,0,0
4463,258000,0.78,0.67,4,260,3,0,0,0
4464,45000,0.72,0.88,2,247,3,0,0,0
4465,60000,0.87,0.42,5,252,5,0,0,0
4466,68000,0.7,0.68,5,225,7,0,0,0
4467,34000,0.33,0.65,3,172,10,0,1,0
4468,76000,0.6,0.73,5,203,2,0,0,0
4469,71000,0.95,0.66,4,223,10,0,0,0
4470,127000,0.89,0.97,4,264,5,0,0,1
4471,44000,0.76,0.98,4,237,5,0,0,1
4472,80000,0.64,0.75,3,214,3,0,0,0
4473,87000,0.68,0.78,5,233,3,0,0,0
4474,50000,0.74,0.86,3,221,2,0,0,0
4475,66000,0.11,0.88,5,250,4,0,0,1
4476,88000,0.55,0.49,3,152,2,0,0,0
4477,34000,0.59,0.81,6,123,5,0,0,0
4478,89000,0.47,0.51,6,190,5,0,1,0
4479,84000,0.61,0.73,3,165,3,1,0,0
4480,55000,0.98,0.89,4,218,2,0,0,0
4481,47000,0.73,0.97,4,163,3,0,0,0
4482,83000,0.78,0.51,3,172,3,0,0,0
4483,86000,0.65,0.52,4,266,3,1,0,0
4484,54000,0.23,0.5,2,150,6,0,0,0
4485,73000,0.88,0.83,4,273,10,0,0,0
4486,47000,0.38,0.52,2,171,3,0,0,0
4487,58000,0.53,1.0,3,164,4,0,0,0
4488,53000,0.1,0.88,7,267,4,0,0,1
4489,65000,0.1,0.94,7,281,4,0,0,1
4490,41000,0.82,0.49,5,203,6,0,0,0
4491,60000,0.91,0.99,5,228,4,1,0,0
4492,31000,0.78,0.5,4,212,2,0,0,0
4493,75000,0.5,0.63,4,229,4,0,0,0
4494,90000,0.28,0.94,6,167,3,1,0,0
4495,67000,0.11,0.88,7,305,4,0,0,1
4496,72000,0.76,0.61,3,141,2,0,0,0
4497,88000,0.1,0.8,6,264,4,0,0,1
4498,52000,0.37,0.52,2,143,3,0,0,1
4499,89000,0.46,0.54,2,144,3,0,0,1
4500,87000,0.41,0.46,2,128,3,0,0,1
4501,69000,0.71,0.98,5,167,3,0,0,0
4502,52000,0.74,0.75,2,137,3,1,0,0
4503,74000,0.37,0.57,2,133,3,0,0,1
4504,33000,0.96,0.64,3,166,2,0,0,0
4505,55000,0.81,0.81,4,218,5,1,0,1
4506,40000,0.4,0.49,2,149,3,0,0,1
4507,74000,0.81,0.98,6,196,2,0,0,0
4508,79000,0.36,0.5,2,132,3,0,0,1
4509,84000,0.17,0.73,5,258,4,0,0,0
4510,43000,0.6,0.52,3,183,2,0,0,0
4511,67000,0.36,0.95,3,206,4,0,0,0
4512,70000,0.57,0.61,4,158,5,0,0,1
4513,78000,0.73,0.69,3,228,2,0,1,0
4514,60000,0.37,0.55,2,127,3,0,0,1
4515,35000,0.77,0.91,5,268,3,1,0,0
4516,70000,0.49,0.54,6,214,3,0,0,0
4517,52000,0.83,0.83,5,260,5,0,0,1
4518,45000,0.5,0.71,4,163,8,0,1,0
4519,56000,0.4,0.48,4,97,2,0,0,0
4520,70000,0.09,0.81,6,257,4,0,0,1
4521,50000,0.6,0.89,3,167,4,0,0,0
4522,36000,0.7,0.84,2,114,4,0,0,0
4523,88000,0.61,0.79,5,230,10,0,0,0
4524,68000,0.93,0.57,3,141,2,0,0,0
4525,57000,1.0,0.52,4,171,4,0,0,0
4526,82000,0.81,0.87,4,203,2,0,0,0
4527,49000,0.56,0.57,5,274,3,0,0,0
4528,46000,0.75,0.48,3,250,5,0,0,0
4529,50000,0.2,0.94,6,191,5,0,0,0
4530,42000,0.84,0.93,3,159,3,0,0,0
4531,74000,0.15,0.95,4,173,5,1,0,0
4532,40000,0.81,0.62,3,240,6,0,1,0
4533,38000,0.49,0.69,2,147,2,0,0,0
4534,44000,0.74,0.71,4,133,2,0,0,0
4535,68000,0.9,0.7,5,206,4,0,0,1
4536,64000,0.8,0.55,3,206,2,0,0,0
4537,56000,0.71,0.7,4,213,3,0,0,0
4538,89000,0.69,0.93,3,233,3,0,0,0
4539,232000,0.79,0.66,4,243,3,0,0,0
4540,120000,0.38,0.46,2,137,3,0,0,1
4541,62000,0.71,0.79,3,189,3,0,0,0
4542,167000,0.2,0.97,4,237,5,0,0,0
4543,62000,0.48,0.49,3,268,3,0,0,0
4544,58000,0.36,0.61,4,166,4,0,0,0
4545,33000,0.4,0.53,2,158,3,0,0,1
4546,61000,0.75,0.93,3,247,2,0,0,0
4547,41000,0.87,0.77,3,190,3,0,0,0
4548,39000,0.12,0.42,3,110,2,0,0,0
4549,62000,0.37,0.54,2,152,3,0,0,1
4550,79000,0.48,0.89,3,261,2,0,0,0
4551,50000,0.95,0.9,4,221,10,1,0,0
4552,66000,0.66,0.77,4,188,2,0,0,0
4553,179000,0.9,0.57,4,186,4,0,0,0
4554,67000,0.6,0.96,4,99,6,0,0,0
4555,78000,0.56,0.64,3,270,3,0,0,0
4556,69000,0.46,0.57,2,145,3,0,0,1
4557,86000,0.23,0.59,5,245,5,0,0,0
4558,85000,0.37,0.47,2,152,3,0,0,1
4559,38000,0.58,0.9,5,257,3,0,0,0
4560,79000,0.63,0.98,4,175,2,0,0,0
4561,40000,0.59,0.56,5,162,4,0,0,0
4562,65000,0.38,0.51,2,159,3,0,0,1
4563,155000,0.16,0.69,4,187,5,0,0,0
4564,84000,0.46,0.54,2,138,3,0,0,1
4565,57000,0.64,0.58,5,115,5,0,0,0
4566,88000,0.97,0.55,2,267,4,0,0,0
4567,77000,0.61,0.67,4,151,3,0,0,0
4568,54000,0.83,0.87,3,230,3,0,1,0
4569,44000,0.25,0.45,3,228,5,0,0,0
4570,57000,0.73,0.52,4,162,3,0,0,0
4571,54000,0.89,0.5,2,238,4,0,0,0
4572,134000,0.49,0.89,4,201,8,0,0,0
4573,57000,0.97,0.7,4,218,2,0,0,0
4574,54000,0.95,0.7,4,267,3,1,0,0
4575,48000,0.51,0.86,4,260,3,1,0,0
4576,58000,0.58,0.65,5,187,2,0,0,0
4577,50000,0.86,0.89,4,136,4,0,0,0
4578,73000,0.54,0.83,3,201,3,0,0,0
4579,185000,0.93,0.89,4,209,2,0,0,0
4580,103000,0.85,0.54,4,174,2,0,0,0
4581,84000,0.19,0.76,3,107,5,0,0,0
4582,68000,0.55,0.82,3,248,2,0,0,0
4583,140000,0.11,0.85,6,308,5,0,0,1
4584,30000,0.84,0.79,2,150,3,0,0,0
4585,82000,0.19,0.78,5,156,6,0,0,0
4586,70000,0.19,0.92,5,193,6,0,0,0
4587,50000,0.91,0.99,5,152,3,0,0,0
4588,193000,0.57,0.47,2,158,2,0,0,0
4589,58000,0.58,0.69,3,146,4,0,0,0
4590,31000,0.6,0.56,4,260,3,0,0,0
4591,49000,0.43,0.38,2,278,3,1,0,0
4592,58000,0.5,0.64,4,208,2,0,0,0
4593,50000,0.29,0.48,2,116,6,1,0,0
4594,167000,0.54,0.97,4,258,3,0,0,0
4595,60000,0.1,0.83,6,258,4,0,0,1
4596,68000,0.77,0.91,5,274,3,0,0,0
4597,35000,0.67,0.92,5,258,3,0,0,0
4598,67000,0.18,0.81,4,147,4,0,0,0
4599,86000,0.7,0.52,5,200,2,1,0,0
4600,46000,0.89,1.0,5,253,5,0,0,1
4601,37000,0.4,0.43,3,128,3,0,0,0
4602,44000,0.24,0.89,5,228,4,1,0,0
4603,37000,0.79,0.6,5,235,2,0,0,0
4604,82000,0.75,0.55,3,162,3,0,0,0
4605,43000,0.79,0.95,3,222,4,0,0,0
4606,77000,0.8,0.75,4,224,3,0,1,0
4607,52000,0.89,0.7,4,235,2,1,0,0
4608,50000,0.42,0.47,2,135,3,0,0,1
4609,78000,0.44,0.66,3,161,3,0,0,0
4610,75000,0.97,0.76,3,193,3,0,0,0
4611,60000,0.61,0.58,4,142,4,0,0,0
4612,79000,0.11,0.85,6,295,4,0,0,1
4613,80000,0.97,0.58,4,187,4,1,0,0
4614,77000,0.43,0.53,2,136,3,0,0,1
4615,73000,1.0,0.67,5,241,4,0,0,0
4616,141000,0.97,0.61,3,208,3,0,0,0
4617,59000,0.83,0.95,3,264,2,0,0,0
4618,77000,0.66,0.9,3,176,2,1,0,0
4619,71000,0.64,0.63,3,156,6,1,0,0
4620,37000,0.4,0.48,2,139,3,0,0,1
4621,75000,0.79,0.49,3,273,3,0,0,0
4622,36000,0.43,0.48,2,144,3,0,0,1
4623,57000,0.82,0.8,4,246,3,0,0,0
4624,46000,0.52,0.47,3,108,5,0,0,0
4625,31000,0.38,0.51,2,146,3,0,0,1
4626,60000,0.7,0.89,3,183,5,0,0,1
4627,87000,0.58,0.63,4,190,2,0,0,0
4628,55000,0.9,0.69,3,231,4,0,0,0
4629,61000,0.44,0.61,5,230,6,0,0,0
4630,60000,0.4,0.49,2,128,3,0,0,1
4631,123000,0.38,0.88,3,154,4,0,0,1
4632,66000,0.78,0.57,4,264,3,0,0,0
4633,67000,0.85,0.91,5,226,5,0,0,1
4634,80000,0.09,0.94,7,247,4,0,0,1
4635,74000,0.5,0.72,3,182,2,1,0,0
4636,67000,0.37,0.49,2,148,3,0,0,1
4637,45000,0.81,0.99,3,239,2,1,0,0
4638,30000,0.84,0.54,4,156,4,0,0,0
4639,48000,0.67,0.64,4,149,4,0,0,0
4640,43000,0.77,0.83,5,216,4,0,0,0
4641,89000,0.4,0.51,2,156,3,0,0,1
4642,88000,0.81,0.5,3,198,3,0,0,0
4643,62000,0.93,0.88,4,261,4,0,0,0
4644,75000,0.87,0.62,5,197,2,0,0,0
4645,51000,0.62,0.64,3,240,2,0,0,0
4646,44000,0.68,1.0,6,258,5,0,0,0
4647,74000,0.41,0.47,2,154,3,0,0,1
4648,45000,0.53,0.84,4,219,2,0,0,0
4649,45000,0.8,0.97,4,232,2,0,0,0
4650,62000,0.94,0.77,3,201,3,0,0,0
4651,77000,0.68,0.41,4,254,5,0,0,0
4652,51000,0.9,0.62,3,254,3,0,0,0
